0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.01,0.500117456506584,0.023490747498070945,-2.382615568579453e-06,-0.0007149893408087451,0.00011745650658403,0.023490747498070945,0.02000152389458316,2.0004571428294082
0.02,0.5004697928251737,0.04697486968224453,-1.9062549831815966e-05,-0.002858989295686704,0.0004697928251735899,0.04697486968224453,0.040012191723717054,2.001829133739713
0.03,0.5010569097668589,0.07044577696765643,-6.431772212465417e-05,-0.006429099461235382,0.0010569097668589092,0.07044577696765643,0.060041160366274125,2.0041176489622807
0.04,0.5018786426383132,0.09389695496414542,-0.00015238319915575308,-0.011420494222257539,0.0018786426383130756,0.09389695496414542,0.08009760940329835,2.007325460814723
0.05,0.5029347784854894,0.1173221781376508,-0.0002973080520381029,-0.01782669545489352,0.002934778485489407,0.1173221781376508,0.10019074811286313,2.0114558306916495
0.06,0.50422502115985,0.14071514272566008,-0.0005131971023176054,-0.025639065972021383,0.0042250211598499985,0.14071514272566008,0.1203298030618434,2.016513654093131
0.07,0.5057489904062653,0.16406946317804671,-0.0008142351635872031,-0.03484671336833403,0.0057489904062652504,0.16406946317804671,0.14052406132393616,2.022505629128187
0.08,0.5075062589698677,0.18737910628653803,-0.0012144058878873318,-0.04543702780282041,0.007506258969867705,0.18737910628653803,0.1607829005739647,2.029439035522339
0.09,0.5094963526438805,0.21063839175033394,-0.0017274913928454897,-0.05739568271972309,0.009496352643880532,0.21063839175033394,0.1811157891151401,2.0373217329964244
0.1,0.5117187502696176,0.23384199217610696,-0.0023670722616762393,-0.0707066348485383,0.011718750269617505,0.23384199217610696,0.20153228587906138,2.0461621612666
0.11,0.5141728837364831,0.25698493307800224,-0.0031465275431812032,-0.08535212420401576,0.01417288373648302,0.25698493307800224,0.22204204042571535,2.0559693400443386
0.12,0.5168581379819721,0.2800625928776376,-0.004079034751749066,-0.10131267408615895,0.016858137981972082,0.2800625928776376,0.24265479294347664,2.0667528690364327
0.13,0.5197738509916703,0.30307070290410343,-0.005177569867355581,-0.1185670910802249,0.01977385099167032,0.30307070290410343,0.2633803742491078,2.078522927944991
0.14,0.5229193137992539,0.3260053473939629,-0.006454907335563555,-0.13709246505672418,0.02291931379925396,0.3260053473939629,0.2842287057877593,2.0912902764674417
0.15,0.5262937704864898,0.3488629634912516,-0.007923620067522862,-0.15686416917142104,0.026293770486489853,0.3488629634912516,0.30520979963296907,2.1050662542965286
